Q106605756	Category:%C3%96jendorfer_Damm
Q108936733	Category:Schule_In_der_alten_Forst
Q66132745	Category:Schule_Iserbarg
Q98538735	Category:Schule_Isestra%C3%9Fe
Q106583155	Category:Schule_Islandstra%C3%9Fe
Q106726848	Category:Schule_Jenfelder_Stra%C3%9Fe
Q109744410	Category:Schule_K%C3%B6nigstra%C3%9Fe_(Hamburg)
Q111842998	Category:Schule_Kahlkamp
Q106189731	Category:Schule_Kamminer_Stra%C3%9Fe
Q108250585	Category:Schule_Kapellenweg_(Hamburg)
Q91231682	Category:Schule_Karl-Arnold-Ring_11
Q104218681	Category:Schule_Karlsh%C3%B6he
Q101110646	Category:Schule_Kellinghusenstra%C3%9Fe
Q90398717	Category:Schule_Kielkamp
Q106362973	Category:Schule_Kielkoppelstra%C3%9Fe
Q65982888	Category:Schule_Kielortallee
Q106634425	Category:Schule_Kirchenheerweg
Q102280446	Category:Schule_Kirchwerder_Hausdeich
Q95985256	Category:Schule_Klein_Flottbeker_Weg
Q67015448	Category:Schule_Knauerstra%C3%9Fe_(Hamburg)
Q101111269	Category:Schule_Koppel_(Hamburg)
Q1335750	Category:Schule_Krausestra%C3%9Fe_(Hamburg)
Q72712047	Category:Schule_Krohnstieg
Q96143243	Category:Schule_Kroonhorst
Q105529704	Category:Schule_Kupferredder
Q104243476	Category:Schule_Kurdamm
Q67776584	Category:Schule_Kurze_Stra%C3%9Fe_(Hamburg)
Q66317581	Category:Schule_L%C3%A4mmersieth
Q113827709	Category:Schule_L%C3%B6wenstra%C3%9Fe_(Hamburg)
Q105111671	Category:Schule_Ladenbeker_Weg
Q96472977	Category:Schule_Laeiszstra%C3%9Fe
Q96747194	Category:Schule_Langbargheide
Q108892593	Category:Schule_Lange_Striepen
Q84311026	Category:Schule_Langenfort
Q105964811	Category:Schule_Lehmkuhlenweg
Q66475528	Category:Schule_Lehmweg_(Hamburg)
Q104163467	Category:Schule_Leuschnerstra%C3%9Fe
Q101419944	Category:Schule_Lienaustra%C3%9Fe
Q96193592	Category:Schule_Lohkampstra%C3%9Fe
Q96196008	Category:Schule_Lohm%C3%BChlen
Q101147276	Category:Schule_Lokstedter_Damm
Q77401082	Category:Schule_Ludwigstra%C3%9Fe_(Hamburg)
Q108749847	Category:Schule_Luruper_Hauptstra%C3%9Fe
Q67080552	Category:Schule_Lutterothstra%C3%9Fe_34-36
Q96621117	Category:Schule_Lutterothstra%C3%9Fe_78-80
Q99769685	Category:Schule_M%C3%B6llner_Landstra%C3%9Fe
Q108133568	Category:Schule_M%C3%BCssenredder
Q96481418	Category:Schule_Marckmannstra%C3%9Fe
Q90544408	Category:Schule_Maretstra%C3%9Fe
Q105582402	Category:Schule_Margit-Zinke-Stra%C3%9Fe
Q105973722	Category:Schule_Marschweg_(Hamburg)
Q105822402	Category:Schule_Max-Eichholz-Ring
Q71816980	Category:Schule_Mendelssohnstra%C3%9Fe
Q104120358	Category:Schule_Mendelstra%C3%9Fe_(Hamburg)
Q109348553	Category:Schule_Mittlerer_Landweg
Q87812665	Category:Schule_Molkenbuhrstra%C3%9Fe
Q73383505	Category:Schule_Moorflagen
Q106223142	Category:Schule_Moorkamp
Q108380256	Category:Schule_Mus%C3%A4usstra%C3%9Fe
Q66424652	Category:Schule_Nettelnburg
Q72713589	Category:Schule_Neubergerweg
Q91629430	Category:Schule_Neuenfelder_Stra%C3%9Fe
Q99175818	Category:Schule_Neuh%C3%B6fer_Damm
Q109004347	Category:Schule_Neul%C3%A4nder_Elbdeich
Q100346301	Category:Schule_Neumoorst%C3%BCck
Q96349042	Category:Schule_Neust%C3%A4dter_Stra%C3%9Fe_(Hamburg)
Q108923231	Category:Schule_Neuwiedenthaler_Stra%C3%9Fe
Q83705929	Category:Schule_Niekampsweg
Q106421247	Category:Schule_Niendorfer_Marktplatz
Q97727037	Category:Schule_Nydamer_Weg
Q107245637	Category:Schule_Nymphenweg
Q72800715	Category:Schule_Ohkamp
Q66207487	Category:Schule_Ohlenkamp
Q108900958	Category:Schule_Ohrnsweg
Q69997193	Category:Schule_Oktaviostra%C3%9Fe
Q84562959	Category:Schule_Oppelner_Stra%C3%9Fe
Q96106972	Category:Schule_Osdorfer_Weg
Q96761865	Category:Schule_Othmarscher_Kirchenweg
Q106600812	Category:Schule_Paracelsusstra%C3%9Fe_(Hamburg)
Q112136953	Category:Schule_Paul-Sorge-Stra%C3%9Fe
Q91915261	Category:Schule_Perlstieg
Q108441163	Category:Schule_Peterstra%C3%9Fe_(Hamburg)
Q69392493	Category:Schule_Poppenb%C3%BCttler_Stieg
Q104033412	Category:Schule_Potsdamer_Stra%C3%9Fe_(Hamburg)
Q96481746	Category:Schule_Pr%C3%B6benweg
Q91629628	Category:Schule_Prassekstra%C3%9Fe
Q96309242	Category:Schule_Querkamp
Q81826230	Category:Schule_R%C3%B6nneburg
Q89559652	Category:Schule_R%C3%B6nnkamp
Q89580733	Category:Schule_R%C3%B6thmoorweg
Q98930377	Category:Schule_Rahewinkel
Q101007213	Category:Schule_Rahlstedter_H%C3%B6he
Q106324234	Category:Schule_Rahlstedter_Stra%C3%9Fe
Q91915892	Category:Schule_Rahmwerder_Stra%C3%9Fe
Q66220777	Category:Schule_Ratsm%C3%BChlendamm
Q106641512	Category:Schule_Redderbarg
Q105836264	Category:Schule_Reinbeker_Redder
Q63425818	Category:Schule_Rellinger_Stra%C3%9Fe
Q99769207	Category:Schule_Rhiemsweg_6
Q21040646	Category:Schule_Richard-Linde-Weg
Q66424265	Category:Schule_Richardstra%C3%9Fe_(Hamburg)
Q79122670	Category:Schule_Robert-Koch-Stra%C3%9Fe_(Hamburg)
Q91915328	Category:Schule_Rotenh%C3%A4user_Damm
Q91915307	Category:Schule_Rotenh%C3%A4user_Stra%C3%9Fe
Q89100083	Category:Schule_Rothestra%C3%9Fe
Q77038955	Category:Schule_Rungwisch
Q104120298	Category:Schule_Sander_Stra%C3%9Fe
Q108308191	Category:Schule_Schee%C3%9Feler_Kehre
Q96080443	Category:Schule_Schenefelder_Landstra%C3%9Fe
Q96654782	Category:Schule_Schierenberg
Q104057104	Category:Schule_Schimmelmannstra%C3%9Fe
Q1665442	Category:Schule_Schlankreye
Q108901865	Category:Schule_Schnuckendrift
Q99693647	Category:Schule_Schulbergredder_13
Q110776250	Category:Schule_Schulbergredder_21
Q110776825	Category:Schule_Schulbergredder_21a
Q105755159	Category:Schule_Schulkamp
Q106468643	Category:Schule_Schwarzenbergstra%C3%9Fe
Q102114376	Category:Schule_Schwenckestra%C3%9Fe_91-93
Q1626887	Category:Schule_Seilerstra%C3%9Fe_(Hamburg)
Q100543458	Category:Schule_Sengelmannstra%C3%9Fe
Q73391939	Category:Schule_Sethweg
Q110103408	Category:Schule_Sieker_Landstra%C3%9Fe
Q107273539	Category:Schule_Sinstorfer_Weg
Q94575952	Category:Schule_Snitgerreihe
Q107804901	Category:Schule_Sportplatzring
Q98637369	Category:Schule_Steinadlerweg
Q106508942	Category:Schule_Steinfeldtstra%C3%9Fe
Q67779294	Category:Schule_Stengelestra%C3%9Fe
Q104712838	Category:Schule_Sternschanze
Q98959575	Category:Schule_Sterntalerstra%C3%9Fe
Q80689857	Category:Schule_Stockflethweg
Q85103561	Category:Schule_Strenge
Q101552579	Category:Schule_Surenland
Q94939626	Category:Schule_Swatten_Weg
Q107972775	Category:Schule_Tegelweg
Q66592721	Category:Schule_Telemannstra%C3%9Fe
Q100874534	Category:Schule_Tessenowweg
Q105333789	Category:Schule_Thadenstra%C3%9Fe
Q2250978	Category:Schule_Tieloh
Q93975098	Category:Schule_Tonndorf
Q79474336	Category:Schule_Tornquiststra%C3%9Fe
Q107972747	Category:Schule_Traberweg
Q96075516	Category:Schule_Trenknerweg
Q66437907	Category:Schule_Turmweg
Q111049882	Category:Schule_Uferstra%C3%9Fe_10
Q111043336	Category:Schule_Uferstra%C3%9Fe_9
Q105728762	Category:Schule_V%C3%B6rn_Barkholt
Q95467122	Category:Schule_Veermoor
Q74423181	Category:Schule_Vizelinstra%C3%9Fe
Q108320018	Category:Schule_Vo%C3%9Fberg
Q109969508	Category:Schule_Von-Essen-Stra%C3%9Fe
Q105582966	Category:Schule_Von-Moltke-Bogen
Q16318311	Category:Schule_vor_dem_Holstentor
Q96745681	Category:Schule_Vorhornweg
Q105710596	Category:Schule_Wagnerstra%C3%9Fe_(Hamburg)
Q105714307	Category:Schule_Waitzstra%C3%9Fe
Q98816419	Category:Schule_Weddestra%C3%9Fe
Q105975737	Category:Schule_Wedeler_Landstra%C3%9Fe
Q80587537	Category:Schule_Wegenkamp
Q105836621	Category:Schule_Weidemoor
Q106225778	Category:Schule_Weidenstieg_(Hamburg)
Q2250980	Category:Schule_Wendenstra%C3%9Fe_166
Q107097470	Category:Schule_Wendenstra%C3%9Fe_268
Q107453872	Category:Schule_Wentorfer_Stra%C3%9Fe
Q96143223	Category:Schule_Wesperloh
Q108198266	Category:Schule_Weusthoffstra%C3%9Fe
Q66424303	Category:Schule_Wielandstra%C3%9Fe_(Hamburg)
Q106528024	Category:Schule_Wildschwanbrook
Q90818602	Category:Schule_Windm%C3%BChlenweg
Q107352122	Category:Schule_Woellmerstra%C3%9Fe
Q104776808	Category:Schule_Wohlwillstra%C3%9Fe
Q66807306	Category:Schule_Wrangelstra%C3%9Fe_(Hamburg)
Q91915341	Category:Schule_Zeidlerstra%C3%9Fe
Q108666003	Category:Schule_Zeughausmarkt
Q106976842	Category:Schule_Zitzewitzstra%C3%9Fe
Q93221607	Category:Schule_Zollenspieker
Q877586	Category:Schulenbrooksbek
Q106605911	Category:Schulenburgring_(Hamburg)
Q106605912	Category:Schulkamp_(Hamburg)
Q2251558	Category:Schulterblatt_(Hamburg)
Q106605913	Category:Schultzweg_(Hamburg)
Q106605914	Category:Schumannstra%C3%9Fe_(Hamburg)
Q114809288	Category:Schwalbenplatz_(Hamburg)
Q106605916	Category:Schwalbenstra%C3%9Fe_(Hamburg)
Q106605917	Category:Schwanenwik
Q19308838	Category:Schwanenwikbr%C3%BCcke
Q106605918	Category:Schwarzenbergstra%C3%9Fe_(Hamburg)
Q2255344	Category:Schweenssand
Q106605919	Category:Schwenckestra%C3%9Fe
Q102076317	Category:Schwenckestra%C3%9Fe_98-100
Q106605920	Category:Schwenweg
Q114809291	Category:Sechslingspforte
Q106605921	Category:Sedanstra%C3%9Fe_(Hamburg)
Q106521764	Category:Sedanstra%C3%9Fe_19_(Hamburg)
Q328859	Category:Seebek
Q2265353	Category:Seemannsclub_Duckdalben
Q63373189	Category:Seemannskirche_St._Clemens_am_Hafen
Q11948015	Category:Seesreingraben
Q2265712	Category:Seevekanal
Q114809292	Category:Seewartenstra%C3%9Fe
Q23774735	Category:Segelflugplatz_Boberg
Q106605922	Category:Seilerstra%C3%9Fe_(Hamburg)
Q106605923	Category:Semperstra%C3%9Fe_(Hamburg)
Q477155	Category:Senate_of_Hamburg
Q879725	Category:Sender_Billwerder-Moorfleet
Q1500917	Category:Sender_Hamburg-Rahlstedt
Q106605924	Category:Sengelmannstra%C3%9Fe
Q106677811	Category:Serrahnbr%C3%BCcke
Q106605925	Category:Serrahnstra%C3%9Fe
Q106605926	Category:Sethweg
Q106605927	Category:Seumestra%C3%9Fe_(Hamburg)
Q106605928	Category:Shanghaiallee_(Hamburg)
Q2279838	Category:Shopping-Center_Hamburger_Meile
Q106605929	Category:Sichter
Q114809294	Category:Sieberlingstra%C3%9Fe
Q111600518	Category:Sieberlingstra%C3%9Fe_7
Q104245114	Category:Siedenfelder_Wettern
Q2559657	Category:Siedlung_Wensenbalken
Q1466024	Category:Siegess%C3%A4ule_(Altona)
Q114809295	Category:Siegfried-Wedells-Platz
Q106605930	Category:Sieker_Landstra%C3%9Fe_(Hamburg)
Q114809297	Category:Siemersplatz
Q628586	Category:Sierichstra%C3%9Fe
Q100427343	Category:Sierichstra%C3%9Fe_53
Q27989808	Category:Sievekingdamm
Q106605932	Category:Sievekingplatz
Q27976665	Category:Sievekingsallee
Q76307124	Category:Sievers-Brunnen
Q2284605	Category:Sievertsche_Tongrube
Q106605933	Category:Sillemstra%C3%9Fe
Q108566840	Category:Simeon-Kirche_(Hamburg-Bramfeld)
Q108566841	Category:Simon-Petrus-Kirche_(Hamburg-Poppenb%C3%BCttel)
Q106605934	Category:Simon-von-Utrecht-Stra%C3%9Fe
Q114809298	Category:Singapurweg
Q114809300	Category:Sinstorfer_Kirchweg
Q108311059	Category:Sinstorfer_Kirchweg_2
Q106605935	Category:Sinstorfer_Weg
Q79791281	Category:Sitzende_(Barbara_Haeger)
Q29573096	Category:Skagerrakbr%C3%BCcke_(Hamburg)
Q11949949	Category:Skagerrakkanal
Q111024315	Category:Skulptur_(Werner)_SC_Poppenb%C3%BCttel_Hamburg-Poppenb%C3%BCttel
Q109329355	Category:Skulptur_vor_dem_Danske_Hus_in_Hamburg-Altstadt
Q113231914	Category:Skulpturengruppen_(Schwenckestra%C3%9Fe_98-100)
Q2294396	Category:Slomanhaus_(Hamburg)
Q106605936	Category:Solferinostra%C3%9Fe
Q78521006	Category:Sonnenh%C3%B6he_(Hamburg)
Q106605937	Category:Sonnenweg_(Hamburg)
Q18005132	Category:Sonninkanal
Q2302679	Category:Sophie-Barat-Schule
Q18336186	Category:Sophienterrasse
Q111264405	Category:Sophienterrasse_1a
Q114809303	Category:Sorbenstra%C3%9Fe_(Hamburg)
Q15128885	Category:Sowjetische_Kriegsgr%C3%A4berst%C3%A4tte_Hamburg-Bergedorf
Q106605938	Category:Spadenteich
Q106605940	Category:Spaldingstra%C3%9Fe_(Hamburg)
Q106605941	Category:Speckenreye
Q114809304	Category:Speckstra%C3%9Fe_(Hamburg)
Q15848128	Category:Speersort
Q16831759	Category:Speersort_12-14
Q26217273	Category:Speicherstadtrathaus
Q15129004	Category:Spiegel-Haus_(HafenCity)
Q28066612	Category:Spiegel-Kantine
Q2310135	Category:Spielbudenplatz
Q15848187	Category:Spitalerstra%C3%9Fe
Q110944071	Category:Sporthalle_Hermann-Ruge-Weg
Q106605942	Category:Sportplatzring_(Hamburg)
Q51846171	Category:Spreehafen
Q106605943	Category:Springeltwiete
Q2801439	Category:Sprinkenhof
Q91241367	Category:Spritzenplatz_(Hamburg)
Q99690387	Category:St%C3%B6rtebeker-Haus
Q106605978	Category:St%C3%B6rtebekerufer
Q106605991	Category:St%C3%BCbenhofer_Weg
Q114809333	Category:St%C3%BCbenplatz
Q108566842	Category:St._Agnes_(Hamburg-Tonndorf)
Q105516171	Category:St._Annen_(Hamburg-Langenhorn)
Q110774946	Category:St._Annenfleet
Q106605944	Category:St._Annenplatz_(Hamburg)
Q106605945	Category:St._Annenufer_(Hamburg)
Q28171313	Category:St._Anschar_(Hamburg-Eppendorf)
Q1746647	Category:St._Ansgar_(Hamburg-Neustadt)
Q108566844	Category:St._Ansgar_(Karl_Heinz_Engelin),_Hamburg-Langenhorn
Q108566848	Category:St._Antonius-Kirche_(Hamburg-Winterhude)
Q106605946	Category:St._Benedictstra%C3%9Fe
Q78491795	Category:St._Bernard_(Hamburg-Poppenb%C3%BCttel)
Q2801514	Category:St._Bonifatius_(Hamburg-Wilhelmsburg)
Q108566849	Category:St._Bonifatiuskirche_(Hamburg-Barmbek-Nord)
Q2317633	Category:St._Bonifatius-Kirche_(Hamburg-Eimsb%C3%BCttel)
Q108566801	Category:St._Bruder_Konrad_(Hamburg-Lurup)
Q108566851	Category:St._Demetrius-Kirche_(Hamburg-Fischbek)
Q108566856	Category:St._Franz-Joseph-Kirche_(Hamburg)
Q108566857	Category:St._Gabriel_(Hamburg-Volksdorf)
Q108566860	Category:St._Gabrielskirche_(Hamburg-Barmbek-Nord)
Q106605947	Category:St._Georgs_Kirchhof
Q114809306	Category:St._Georgstra%C3%9Fe_(Hamburg)
Q1547632	Category:St._Gertrud-Kirche_(Hamburg-Altenwerder)
Q106605948	Category:St._J%C3%BCrgens_Holz
Q564532	Category:St._Jacobi_(Hamburg)
Q2043377	Category:St._Johannis_(Curslack)
Q11722102	Category:St._Johannis_(Hamburg-Eppendorf)
Q108566863	Category:St._Johannis_(Hamburg-Steilshoop)
Q879271	Category:St._Johannis-Kirche_(Hamburg-Harvestehude)
Q1381959	Category:St._Joseph_(Hamburg-Wandsbek)
Q616790	Category:St._Katharinen_(Hamburg)
Q1422348	Category:St._Lukaskirche_(Hamburg-Fuhlsb%C3%BCttel)
Q108566868	Category:St._Maria_(Hamburg-Harburg)
Q108566864	Category:St._Maria-_und_St._Shmuni-Kirche_(Hamburg-Sinstorf)
Q108566865	Category:St._Marien_(Hamburg-Bergedorf)
Q799877	Category:St._Marien_(Hamburg-Ohlsdorf)
Q108566867	Category:St._Marien_(Hamburg-Ottensen)
Q2321011	Category:St._Markus_(Hamburg-Hoheluft)
Q55743883	Category:St._Martinus_(Hamburg-Eppendorf)
Q16218469	Category:St._Maximilian_Kolbe_(Hamburg-Wilhelmsburg)
Q19964010	Category:St._Michael_(Hamburg-Bergedorf)
Q108566869	Category:St._Michael-Kirche_(Hamburg-S%C3%BClldorf)
Q108566870	Category:St._Michaelskapelle_(Hamburg-Volksdorf)
Q1455043	Category:St._Nicolai_(Hamburg-Altengamme)
Q425622	Category:St._Nikolai_(Hamburg)
Q1422053	Category:St._Nikolai_(Hamburg-Harvestehude)
Q104247467	Category:St._Olaf_(Hamburg-Horn)
Q1481182	Category:St._Pankratius,_Neuenfelde
Q1259001	Category:St._Pankratius_(Ochsenwerder)
Q458970	Category:St._Pauli-Landungsbr%C3%BCcken
Q108566871	Category:St._Paulus_Augustinus_(Hamburg-Gro%C3%9F_Flottbek)
Q1607806	Category:St._Peter_(Hamburg-Gro%C3%9F_Borstel)
Q1531643	Category:St._Petri_(Altona)
Q1742725	Category:St._Petri_und_St_Pauli,_Hamburg-Bergedorf
Q108566873	Category:St._Petrus_(Hamburg-Heimfeld)
Q1377140	Category:St._Prokop-Kirche_(Hamburg-Stellingen)
Q108566874	Category:St._Simeonkirche_(Hamburg-Osdorf)
Q1679407	Category:St._Sophienkirche_(Hamburg-Barmbek-S%C3%BCd)
Q2801591	Category:St._Stephan_(Hamburg-Wandsbek)
Q108566875	Category:St._Theresien_(Hamburg-Altona)
Q1342586	Category:St._Thomas_a_Becket_Church_(Hamburg)
Q109406407	Category:St._Thomas_Morus_(Hamburg-Stellingen)
Q108566846	Category:St.-Ansgar-Kirche_(Hamburg-Niendorf)
Q108566850	Category:St.-Christophorus-Kirche_(Hamburg-Lohbr%C3%BCgge)
Q1425902	Category:St.-Erichskirche_(Hamburg-Rothenburgsort)
Q108566855	Category:St.-Franziskus-Kirche_(Hamburg-Barmbek-Nord)
Q108566859	Category:St.-Gabriel-Kirche_(Hamburg-Eidelstedt)
Q874288	Category:St.-Gertrud-Kirche_(Hamburg-Uhlenhorst)
Q108566861	Category:St.-Jakobus-Kirche_(Hamburg-Lurup)
Q108566862	Category:St.-Johannes-Kapelle_(Hamburg-Rothenburgsort)
Q1452652	Category:St.-Johannis-Kirche_(Altona)
Q2319467	Category:St.-Johanniskirche_(Hamburg-Harburg)
Q1467541	Category:St.-Josephs-Kirche_(St._Pauli)
Q2316651	Category:St.-Pauli-Kirche_(Hamburg-St._Pauli)
Q317892	Category:St.-Pauli-Theater
Q106421197	Category:Staatliche_Fachschule_f%C3%BCr_Sozialp%C3%A4dagogik_-_Anna-Warburg-Schule
Q106861487	Category:Staatliche_Fachschule_f%C3%BCr_Sozialp%C3%A4dagogik_Altona
Q96176846	Category:Staatliche_Jugendmusikschule_Hamburg
Q2324644	Category:Staats-_und_Universit%C3%A4tsbibliothek_Hamburg
Q1487017	Category:Staatsarchiv_Hamburg
Q106605949	Category:Stader_Stra%C3%9Fe_(Hamburg)
Q1627588	Category:Stadion_Hoheluft
Q114809307	Category:Stadionstra%C3%9Fe_(Hamburg)
Q76175386	Category:Stadtbahnstra%C3%9Fe
Q107997406	Category:Stadtbahnstra%C3%9Fe_8
Q106605950	Category:Stadtdeich_(Hamburg)
Q29048962	Category:Stadthallenbr%C3%BCcke
Q2327283	Category:Stadthaus_(Hamburg)
Q24547996	Category:Stadthausbr%C3%BCcke
Q106605951	Category:Stadthausbr%C3%BCcke_(street)
Q19309458	Category:Stadtlagerhaus
Q1388709	Category:Stadtparksee
Q72820633	Category:Stadtparkturm_(Hamburg)
Q2326366	Category:StadtRAD_Hamburg
Q76633488	Category:Stadtteilarchiv_Ottensen
Q98438112	Category:Stadtteilschule_%C3%96jendorf
Q90788470	Category:Stadtteilschule_Altona
Q106165034	Category:Stadtteilschule_Altrahlstedt
Q1791214	Category:Stadtteilschule_am_Hafen
Q28949662	Category:Stadtteilschule_am_Heidberg
Q1743806	Category:Stadtteilschule_Bahrenfeld
Q105111752	Category:Stadtteilschule_Bergedorf
Q106646678	Category:Stadtteilschule_Bergstedt
Q95996025	Category:Stadtteilschule_Blankenese
Q108106088	Category:Stadtteilschule_Bramfeld
Q96193572	Category:Stadtteilschule_Eidelstedt
Q2328167	Category:Stadtteilschule_Eppendorf
Q94696233	Category:Stadtteilschule_Finkenwerder
Q105942637	Category:Stadtteilschule_Flottbek
Q96195843	Category:Stadtteilschule_Hamburg-Mitte
Q83848089	Category:Stadtteilschule_Helmuth_H%C3%BCbener
Q94574029	Category:Stadtteilschule_Horn
Q102280198	Category:Stadtteilschule_Kirchwerder
Q65783018	Category:Stadtteilschule_Lohbr%C3%BCgge
Q96745837	Category:Stadtteilschule_Lurup
Q65920862	Category:Stadtteilschule_M%C3%BCmmelmannsberg
Q74013574	Category:Stadtteilschule_Niendorf
Q65966865	Category:Stadtteilschule_Oldenfelde
Q17592554	Category:Stadtteilschule_Poppenb%C3%BCttel
Q66133391	Category:Stadtteilschule_Rissen
Q109314001	Category:Stadtteilschule_S%C3%BCderelbe
Q91444721	Category:Stadtteilschule_St%C3%BCbenhofer_Weg
Q70214017	Category:Stadtteilschule_St._Georg
Q2328170	Category:Stadtteilschule_Stellingen
Q105712546	Category:Stadtteilschule_Waldd%C3%B6rfer
Q91915288	Category:Stadtteilschule_Wilhelmsburg
Q2328173	Category:Stadtteilschule_Winterhude
Q106605952	Category:Stahltwiete
Q106605954	Category:Stammannstra%C3%9Fe_(Hamburg)
Q1971333	Category:Stapelfelder_Moor
Q114809309	Category:Stapelfelder_Stra%C3%9Fe_(Hamburg)
Q110779079	Category:Stapelfelder_Stra%C3%9Fe_7
Q106605955	Category:Starstra%C3%9Fe_(Hamburg)
Q61637685	Category:Statue_Heidi_Kabel
Q89417371	Category:Statue_of_Adolphus_III,_Count_of_Schauenburg_and_Holstein_(Engelbert_Peiffer_in_Hamburg)
Q11950341	Category:Steendiekkanal
Q114809327	Category:Steiler_Weg_(Hamburg)
Q114809328	Category:Steilshooper_Allee
Q106605956	Category:Steilshooper_Stra%C3%9Fe
Q106605957	Category:Steinadlerweg_(Hamburg)
Q2340315	Category:Steindamm
Q1272996	Category:Steinfurths_Diek
Q114809331	Category:Stein-Hardenberg-Stra%C3%9Fe_(Hamburg)
Q106605958	Category:Steinhauerdamm
Q106605959	Category:Steinikestra%C3%9Fe_(Hamburg)
Q106605960	Category:Steinschanze_(Hamburg)
Q2341677	Category:Steinstra%C3%9Fe_(Hamburg)
Q1800902	Category:Steintor_(Hamburg)
Q106605962	Category:Steintordamm
Q106605963	Category:Steintorplatz
Q106605964	Category:Steintorwall_(Hamburg)
Q106605965	Category:Steintorweg
Q106605966	Category:Steinwegpassage_(Hamburg)
Q18008258	Category:Steinwerder_Kanal
Q110667594	Category:Stele_(Hans-Joachim_Frielinghaus)_Von-Melle-Park_Hamburg-Rotherbaum
Q19309524	Category:Stellahaus
Q11950347	Category:Stellau_(stream)
Q108566854	Category:Stellinger_Kirche
Q1632531	Category:Stellmoorer_Tunneltal
Q106605967	Category:Stengelestra%C3%9Fe_(Hamburg)
Q106605968	Category:Stenvort
Q1724036	Category:Stephansplatz_(Hamburg)
Q106605969	Category:Stephanstra%C3%9Fe_(Hamburg)
Q2345735	Category:Sternbr%C3%BCcke_(Hamburg)
Q106605970	Category:Sternschanze_(street_in_Hamburg)
Q2345940	Category:Sternschanzenpark
Q65245456	Category:Sternstra%C3%9Fe_(Hamburg)
Q681942	Category:Sternwarte_Bergedorf
Q106605971	Category:Stieglitzstra%C3%9Fe_(Hamburg)
Q106605972	Category:Stiftstra%C3%9Fe_(Hamburg)
Q102163472	Category:Stiftstra%C3%9Fe_69_(Hamburg)
Q2350257	Category:Stintfang_(Hamburg)
Q106605973	Category:Stockflethweg
Q106605974	Category:Stockmeyerstra%C3%9Fe_(Hamburg)
Q106605975	Category:Stoeckhardtstra%C3%9Fe_(Hamburg)
Q96481383	Category:Stolperstein_Johannes_Prassek_in_Hamburg-Volksdorf
Q106605976	Category:Stormarner_Stra%C3%9Fe
Q106605977	Category:Stormarnplatz
Q106605982	Category:Stra%C3%9Fburger_Platz_(Hamburg)
Q106605983	Category:Stra%C3%9Fburger_Stra%C3%9Fe_(Hamburg)
Q106605984	Category:Stra%C3%9Fenbahnring
Q1490256	Category:Stra%C3%9Fenbahntunnel_Veddel
Q1429221	Category:Strafjustizgeb%C3%A4ude_(Hamburg)
Q106605979	Category:Stralsunder_Stra%C3%9Fe_(Hamburg)
Q106605980	Category:Strandtreppe_(Blankenese)
Q106605981	Category:Strandweg_(Hamburg)
Q34379126	Category:Streit%27s_Haus
Q106605985	Category:Strengesweg
Q2355925	Category:Stresemannstra%C3%9Fe_(Hamburg)
Q106605987	Category:Struckholt
Q67128231	Category:Struensee-Gymnasium
Q106605988	Category:Struenseestra%C3%9Fe
Q106605989	Category:Strutzhang
Q106605990	Category:Stubbenhuk
Q111192002	Category:Studentenwohnheim_Billwiese
Q110400925	Category:Studentenwohnheim_Grindelallee
Q110824029	Category:Studentenwohnheim_Rahlstedt
Q2358953	Category:Stuhlmannbrunnen
Q106605994	Category:Suhrsweg
Q11950568	Category:Susebek
Q106605996	Category:Suttnerstra%C3%9Fe_(Hamburg)
Q2375432	Category:Synagogue_Hohe_Weide_Hamburg
Q106605997	Category:Talstra%C3%9Fe_(Hamburg)
Q106605998	Category:Tangstedter_Landstra%C3%9Fe
Q106605999	Category:Tannenweg_(Hamburg)
Q1236450	Category:Tansania-Park
Q1285521	Category:Tanzende_T%C3%BCrme
Q105171513	Category:Tanzendes_Vierl%C3%A4nder_Paar_(Wilhelm_Rex)
Q106606000	Category:Tarpen
Q317889	Category:Tarpenbek
Q106606001	Category:Tarpenbekstra%C3%9Fe_(Hamburg)
Q19309838	Category:Tatenberger_Schleuse
Q113178274	Category:Tauchender_Fisch_(Heisig,_Schwerdtfeger)_Hamburg
Q106606003	Category:Teerhof_(Hamburg)
Q114809336	Category:Tegelweg_(Hamburg)
Q2401758	Category:Telemann-Museum
Q106606005	Category:Telemannstra%C3%9Fe_(Hamburg)
Q20754446	Category:Terrassenh%C3%A4user_in_der_Hamburger_Josephstra%C3%9Fe
Q114809337	Category:Tesdorpfstra%C3%9Fe_(Hamburg)
Q106606008	Category:Tessenowweg_(Hamburg)
Q317901	Category:Teufelsbr%C3%BCck
Q19964166	Category:Th%C3%B6rls_Park
Q106606014	Category:Th%C3%B6rlweg_(Hamburg)
Q106606009	Category:Thadenstra%C3%9Fe
Q456499	Category:Thalia_Theater_(Hamburg)
Q2408858	Category:Thaliahof
Q2411082	Category:The_English_Theatre_of_Hamburg
Q15850587	Category:Theater_an_der_Elbe
Q26794477	Category:Theater_das_Zimmer
Q835524	Category:Theater_im_Hafen
Q51920	Category:Theater_im_Zimmer_(Hamburg)
Q26794490	Category:Theater_in_der_Speicherstadt
Q106606010	Category:Thedestra%C3%9Fe
Q105101676	Category:Thedestra%C3%9Fe_101
Q105363380	Category:Thedestra%C3%9Fe_101a
